T04n0192_p0001a01_##<mj>
T04n0192_p0001a02N##No. 192
T04n0192_p0001a03J##[01]佛所行讚卷第一[02](亦云佛本行經)
T04n0192_p0001a04_##
T04n0192_p0001a05A##[03]馬鳴菩薩[04]造
T04n0192_p0001a06Y##北涼天竺三藏曇無讖譯
T04n0192_p0001a07D##[05]生品第一
T04n0192_p0001a08S##　甘蔗之苗裔，　　釋迦無勝王，
T04n0200_p0247c10_##旬，而供養之。時有長[33]者，齎持花樹，懸諸
T04n0200_p0247c11_##珍寶種種衣服，及以瓶水，安置塔前，發願供
T04n0200_p0247c12_##養。緣是功德，無量世中，不墮[34]地獄、畜生、
T04n0200_p0247c13_##餓鬼，天上人中，常有泉水及以花樹，隨共俱
T04n0200_p0247c14_##生，乃至今者，遭值於我，出家得道。」[35]佛告諸
T04n0200_p0247c15_##比丘：「欲知彼時奉上華樹供養塔者，今此
T04n0200_p0247c16_##眾寶莊嚴比丘是。」<p>[＊]爾時諸比丘，[＊]聞佛所說，
T04n0200_p0247c17_##歡喜奉行。
T04n0200_p0247c18Q##（八八）[36]罽賓寧王[37]緣
T04n0200_p0247c19P##佛在舍衛國祇樹給孤獨園。時彼南方，有一
T04n0200_p0247c20_##國土，名曰金地，王名[38]罽賓，與其夫人，共
T04n0200_p0247c21_##相娛樂。足滿十月，生一男兒，骨節肥壯，有
T04n0200_p0247c22_##大氣力；當生之日，復有一萬八千大臣子
T04n0200_p0247c23_##等，共彼王子同日俱生，亦大氣力。時彼王
T04n0200_p0247c24_##子，年漸長大，其王崩背，紹嗣王位，尋取一
T04n0200_p0247c25_##萬八千諸臣子等，賜為大臣，共理國事。時
T04n0200_p0248a01_##罽賓寧王，將諸群臣遊獵射戲，問諸臣言：
T04n0200_p0248a02_##「今此世間，[01]叵有人能有大氣力如我者
T04n0200_p0248a03_##不？」時有商客在王從中，聞王語已，尋答
T04n0200_p0248a04_##王曰：「彼中都下，復有大王，名波斯匿，絕有
T04n0200_p0248a05_##大力，殊倍勝王，百千萬倍。」時罽賓寧王聞
T04n0200_p0248a06_##商客語已，瞋恚隆盛，尋即遣使，告波斯匿
T04n0200_p0248a07_##王言：「[去*ㄗ]後七日，將諸侍從，[02]仰卿來至，達
T04n0200_p0248a08_##吾國土，朝跪問訊；若不爾者，吾當往彼誅
T04n0200_p0248a09_##汝[03]五族，使令滅盡。」時波斯匿王聞使者語，
T04n0200_p0248a10_##甚懷惶怖，無以為計，即詣佛所，[04]白世尊
T04n0200_p0248a11_##[05]言：「罽賓寧王，[束*力]我七日，將諸侍從，令達
T04n0200_p0248a12_##彼國朝拜問訊；若不爾者，當來誅我。不審，
T04n0200_p0248a13_##世尊！事情如何？」<p>爾時佛告波斯匿王：「汝莫
T04n0200_p0248a14_##憂懼！但語彼使云：『我是小王，更有大王，近
T04n0200_p0248a15_##在祇[＊]桓。卿今可往傳汝王命。』」時彼使者，尋
T04n0200_p0248a16_##即往至到祇[＊]桓中，見佛世尊作轉輪聖王，
T04n0200_p0248a17_##令大目連作典兵臣，將諸軍眾，圍遶祇
T04n0200_p0248a18_##[＊]桓，令其四邊，有七重塹七寶諸樹，行列相
T04n0200_p0248a19_##當，令其塹中有諸蓮花，若干種色不可稱
T04n0200_p0248a20_##計，光明赫奕照於城內，王在殿上，尊嚴可
T04n0200_p0248a21_##畏。時彼使者[者*見]此王已，情甚驚悚，自念：「我
T04n0200_p0248a22_##君無狀招禍。」然不得已，前奉王書。時此化
T04n0200_p0248a23_##王得彼書已，蹋著[腳-谷+去]底，告使者言：「吾為
T04n0200_p0248a24_##大王，臨統四域。汝今至彼，道吾教[束*力]：『信至
T04n0200_p0248a25_##之日，馳奔來覲。臥聞吾聲，便當起坐；坐聞
T04n0200_p0248a26_##吾聲，便當起立；立聞吾聲，便當涉路。剋
T04n0200_p0248a27_##期七日，將諸侍從，朝拜見我；若違斯制，罪
T04n0200_p0248a28_##在不請。』」使者還馳，具以上事，向彼王說。時
T04n0200_p0248a29_##王聞已，深自咎[＊]嘖，尋集諸臣三萬六千，嚴駕
T04n0200_p0248b01_##欲來朝拜大王。然有所疑，未及進引，先
T04n0200_p0248b02_##遣一使，白大王言：「臣等所領三萬六千諸
T04n0200_p0248b03_##小王輩，為當都去，將半來耶？」時此化王，報
T04n0200_p0248b04_##使者言：「將半速來。」使者還馳，白罽賓寧王：
T04n0200_p0248b05_##「大王約[束*力]，聽留半住。」尋將一萬八千諸小
T04n0200_p0248b06_##王等，馳奔速來，朝拜王已，作是念言：「今者
T04n0200_p0248b07_##大王形貌雖勝，力不如我。」化王于時遙知
T04n0200_p0248b08_##彼意，[束*力]典藏臣：「取我先祖大弓弩來。」授與
T04n0200_p0248b09_##彼王，王不能勝。化王還取，以指張弓。復還
T04n0200_p0248b10_##持與，語令[06]引挽，殊不動弦。化王還索，以
T04n0200_p0248b11_##指彈扣，聲震三千大千世界，皆悉[07]震動。次
T04n0200_p0248b12_##復射箭，化為五撥，其諸箭頭，各有蓮華，一
T04n0200_p0248b13_##一花上，復有化佛，放大光明，照於三千大千
T04n0200_p0248b14_##世界，五道眾生，莫不蒙賴。諸天人民，有獲
T04n0200_p0248b15_##道果；地獄中者，湯冷火滅；餓鬼中者，悉得
T04n0200_p0248b16_##飽滿；畜生中者，脫於重擔；貪欲瞋恚，愚癡
T04n0200_p0248b17_##煩惱，遇斯光者，悉皆調伏，信敬佛法。時罽
T04n0200_p0248b18_##賓寧王見斯變已，向於化王，五體投地，心
T04n0200_p0248b19_##即調伏。爾時化王，知調伏已，還[08]服本形，四
T04n0200_p0248b20_##眾圍遶，即便為彼一萬八千諸小王等，種種
T04n0200_p0248b21_##說法，心開意解，各獲道跡，得須陀洹果。即
T04n0200_p0248b22_##於佛前，求索出家。佛即告言：「善來比丘！」鬚髮
T04n0200_p0248b23_##自落，法服著身，便成沙門。精懃修習，未久
T04n0200_p0248b24_##之間，得阿羅漢果，三明六通，具八解脫，諸天
T04n0200_p0248b25_##世人，所見敬仰。<p>爾時阿難，前白佛言：「今此
T04n0200_p0248b26_##罽賓寧王等比丘，宿[＊]殖何福，皆生豪族，有
T04n0200_p0248b27_##大氣力，值佛世尊，各獲道果？」爾時世尊，告
T04n0200_p0248b28_##阿難言：「汝今諦聽！吾當為汝分別解說。乃
T04n0200_p0248b29_##[09]往過去，波羅[＊][木*奈]國有佛出世，號毘婆尸，
T04n0200_p0248c01_##將諸比丘，到寶殿國。時王名曰槃頭末帝，
T04n0200_p0248c02_##聞佛來至，心懷喜悅，將諸群臣一萬八千，
T04n0200_p0248c03_##出城奉迎，前禮佛足，長跪請佛及比丘僧：
T04n0200_p0248c04_##『慈哀憐愍！受我三月四事供養。』時彼佛僧，
T04n0200_p0248c05_##受王供已，佛即為王種種說法。王大歡喜，
T04n0200_p0248c06_##各發願言：『持此供養善根功德，使我等輩，
T04n0200_p0248c07_##在所生處，與其大王同日俱生。』發是願已，
T04n0200_p0248c08_##各還所止。緣是功德，無量世中，不墮惡
T04n0200_p0248c09_##[10]道，天上人中，共同日生，受天快樂，乃至
T04n0200_p0248c10_##今者，遭值於我，出家得道。」佛告阿難：「欲知
T04n0200_p0248c11_##彼時槃頭末帝王者，今此罽賓寧比丘是；彼
T04n0200_p0248c12_##時群臣者，今一萬八千比丘是。」<p>爾時諸比丘，
T04n0200_p0248c13_##聞佛所說，歡喜奉行。
T04n0200_p0248c14Q##（八九）[11]拔提釋王作比丘[12]緣
T04n0200_p0248c15P##佛在舍衛國祇樹給孤獨園。爾時如來，六年
T04n0200_p0248c16_##苦行，始成正覺，滿十二年，將千二百五十
T04n0200_p0248c17_##比丘，方欲往詣迦毘羅衛國。每自念言：「我
T04n0200_p0248c18_##今往彼，不與常同，彼土諸釋，憍慢情多，咸
T04n0200_p0248c19_##須各各現於神變，可往彼土。」即[束*力]千二百
T04n0200_p0248c20_##五十比丘：「我於今者，欲還本國。汝等各各
T04n0200_p0248c21_##現於神變，令彼諸釋歸誠信伏。」爾時世尊，
T04n0200_p0248c22_##放大光明，與諸比丘，乘虛詣彼迦毘羅衛
T04n0200_p0248c23_##國。時[13]淨飯王，聞佛來至，[束*力]諸釋等，平治
T04n0200_p0248c24_##道路，除去不淨，建立幢幡，懸諸寶鈴，香水
T04n0200_p0248c25_##灑地，散眾妙花，作諸伎樂，奉迎世尊。前
T04n0200_p0248c26_##禮佛足，請令入宮受王供養。時淨飯王，見
T04n0200_p0248c27_##佛翼從，雖有神力，形貌醜陋，不適人情。「我
T04n0200_p0248c28_##今當選[＊]拔提釋等五百餘人，容貌端[＊]政，翼
T04n0200_p0248c29_##從世尊。」作是語已，尋[束*力]選擇得五百人，將
T04n0200_p0249a01_##詣佛所，使[01]優波離，剃除鬚髮。眼目流淚，
T04n0200_p0249a02_##墮釋王上。尋即問言：「汝今何故？涕泣如是。」
T04n0200_p0249a03_##優波離言：「以王今者諸釋中尊，不期一旦，
T04n0200_p0249a04_##毀形麤食，著糞掃衣。見王如是，眼目流淚。」
T04n0200_p0249a05_##時[＊]拔提釋聞是語已，心懷惆悵，猶生憍
T04n0200_p0249a06_##慢。除鬚髮竟，辦具衣[金*本]，欲受具戒，入於
T04n0200_p0249a07_##僧中，次第作禮，到優波離前，住而不禮。佛
T04n0200_p0249a08_##問釋王：「汝今何故，獨而不禮優波離耶？」
T04n0200_p0249a09_##[＊]拔提釋言：「彼賤我貴，是以不禮。」佛言：「我此
T04n0200_p0249a10_##法中，無有貴賤，猶如幻化，安危難保。」[＊]拔
T04n0200_p0249a11_##提釋言：「彼是我奴，不忍為禮。」佛復告曰：「一
T04n0200_p0249a12_##切奴僕，貧富貴賤，恩愛分離，有何差別？」時
T04n0200_p0249a13_##[＊]拔提釋，聞佛語已，俛仰為禮，地大震動，
T04n0200_p0249a14_##天於空中，歎未曾有：「[＊]拔提釋王為求道
T04n0200_p0249a15_##故，乃能為彼下賤之人曲躬跪拜，我慢之幢，
T04n0200_p0249a16_##將為崩倒。」時[＊]拔提釋，受具戒竟，[去*ㄗ]坐一
T04n0200_p0249a17_##面，聽佛說[02]法，心開意解，得阿羅漢果，執持
T04n0200_p0249a18_##應器，而行乞食。詣於[土*(蒙-卄)]間，止宿樹下，心意
T04n0200_p0249a19_##泰然，無復怖畏，而作是言：「我於昔日，在王
T04n0200_p0249a20_##宮時，募索健夫，執持器[03]杖，安置左右，故
T04n0200_p0249a21_##懷危懼。我於今者，出家入道，在此[土*(蒙-卄)]間，無
T04n0200_p0249a22_##復怖畏，快不可言。」<p>爾時阿難，聞[＊]拔提釋
T04n0200_p0249a23_##作是語已，前白佛言：「今此[＊]拔提釋比丘，宿
T04n0200_p0249a24_##[＊]殖何福，生於豪族，出家未久，獲羅漢果？」
T04n0200_p0249a25_##爾時世尊，告阿難言：「汝今諦聽！吾當為汝
T04n0200_p0249a26_##分別解說。乃往過去無量世時，波羅[＊][木*奈]國，
T04n0200_p0249a27_##有辟支佛，執持應器，而行乞食。時有一人，
T04n0200_p0249a28_##貧窮[＊]飢餓，涉路而行，唯有少餅，規欲自
T04n0200_p0249a29_##食。見辟支佛，威儀[04]詳序而行乞食，心懷歡
T04n0200_p0249b01_##喜，尋即取餅，施辟支佛。受其餅已，[05]踊身
T04n0200_p0249b02_##虛空，現十八變，東[＊]踊西沒，南[＊]踊北沒，身
T04n0200_p0249b03_##出水火，如是種種，作十八變。時施餅人，
T04n0200_p0249b04_##見是變已，甚懷信敬，發願而去。緣是功德，
T04n0200_p0249b05_##無量世中，不墮地[06]獄、畜生，天上人中，尊
T04n0200_p0249b06_##榮豪貴，常受快樂，乃至今者，遭值於我出
T04n0200_p0249b07_##家得道。」佛告阿難：「欲知彼時施餅人者，今
T04n0200_p0249b08_##此[＊]拔提釋王比丘是。」<p>佛說是緣時，有得須
T04n0200_p0249b09_##陀洹者、斯陀含者、阿那含者、阿羅漢者，有
T04n0200_p0249b10_##發辟支佛心者，有發無上菩提心者。<p>爾時
T04n0200_p0249b11_##諸比丘，聞佛所說，歡喜奉行。
T04n0200_p0249b12Q##（九○）[07]佛度王子護國出家[08]緣
T04n0200_p0249b13P##佛在拘毘羅國吐羅樹下，作是念言：「我於
T04n0200_p0249b14_##今者，當往度彼王子護國，使令出家。」作是
T04n0200_p0249b15_##念已，將諸比丘，至城門中，足蹈門閫，六種
T04n0200_p0249b16_##震動，雨諸天花，放大光明，照彼城內，盲者
T04n0200_p0249b17_##得視，聾者得聽，[09]啞者能言，躄者能行。時彼
T04n0200_p0249b18_##王子，[者*見]斯光已，歎未曾有。尋詣佛所，見
T04n0200_p0249b19_##佛世尊，三十二相、八十種好，光明普曜，如
T04n0200_p0249b20_##百千日，威儀[＊]詳序，甚可愛樂，心懷歡喜，前
T04n0200_p0249b21_##禮佛足，[去*ㄗ]住一面，佛即為其說四諦法，心
T04n0200_p0249b22_##開意解，得須陀洹果。歸白父王，歎佛功德：
T04n0200_p0249b23_##「若在家者，應作轉輪聖王，典四天下，七寶
T04n0200_p0249b24_##隨從，遊行自在，尚能捨離，出家入道。況我今
T04n0200_p0249b25_##者，而不隨從求佛出家？」作是念已，前白王
T04n0200_p0249b26_##言：「唯願大王！慈哀憐愍，聽我出家隨從世
T04n0200_p0249b27_##尊。」時須提王聞太子語，遮而不聽。心懷懊
T04n0200_p0249b28_##惱，斷穀不食，一日二日乃至六日。時諸群
T04n0200_p0249b29_##臣，見其太子不食六日，跪白王言：「太子今
T04n0200_p0249c01_##者，斷穀不食，以經六日，恐命不全。願王今
T04n0200_p0249c02_##者，聽使出家，故得相見。」時須提王聞諸臣
T04n0200_p0249c03_##語，聽使入道。尋詣佛所，求索出家。佛即告
T04n0200_p0249c04_##言：「善來比丘！」鬚髮自落，法服著身，便成沙
T04n0200_p0249c05_##門。精勤修習，得阿羅漢果，三明六通，具八
T04n0200_p0249c06_##解脫，諸天世人，所見敬仰。<p>時諸比丘，見是
T04n0200_p0249c07_##事已，前白佛言：「今此王子護國比丘，宿[＊]殖
T04n0200_p0249c08_##何福，生於王家，出家未久，便獲道果？」爾時
T04n0200_p0249c09_##世尊，告諸比丘：「汝等諦聽！吾當為汝分別
T04n0200_p0249c10_##解說。乃往過去無量世時，波羅[＊][木*奈]國，王名
T04n0200_p0249c11_##[10]毘提，興起兵甲，與[阿-可+(嶙-山)]國王交陣共戰。時[阿-可+(嶙-山)]
T04n0200_p0249c12_##國王，為彼所敗，將諸兵眾，逃避退去，到曠
T04n0200_p0249c13_##野中，值天暑熱，無有水草，[＊]飢渴欲死。尋
T04n0200_p0249c14_##即往彼辟支佛所，便示王水草，渴乏得解，
T04n0200_p0249c15_##導引其道，還達本國。喜不自勝，而作是言：
T04n0200_p0249c16_##『我等今者，脫此[＊]飢渴苦惱之患，皆由蒙彼
T04n0200_p0249c17_##辟支佛德，今當設供請辟支佛。』作是語已，
T04n0200_p0249c18_##[束*力]設餚[飢-几+善]種種飲食，請辟支佛，入宮供養。
T04n0200_p0249c19_##受其供已，尋般涅槃。時王須提，及諸群臣，
T04n0200_p0249c20_##后妃婇女，號[11]啼涕哭，悲感懊惱，收取舍利，
T04n0200_p0249c21_##造四寶塔，而供養之。緣是功德，無量世中，
T04n0200_p0249c22_##不墮地獄、畜生、餓鬼，天上人中，尊榮豪貴，
T04n0200_p0249c23_##受天快樂，乃至今者，遭值於我，出家得道。」
T04n0200_p0249c24_##佛告諸比丘：「欲知彼時須提王者，[12]由供
T04n0200_p0249c25_##養辟支佛故，今得值我，出家得道。」<p>爾時諸
T04n0200_p0249c26_##比丘，聞佛所說，歡喜奉行。
T04n0200_p0249c27j##[13]撰集百緣經卷第九
T04n0200_p0250a01_##<mj>
T04n0200_p0250a02J##[01]撰集百緣經卷第十
T04n0200_p0250a03_##
T04n0200_p0250a04Y##吳月支優婆塞支謙譯
T04n0200_p0250a05D##諸緣品第十
T04n0200_p0250a06Q##（九一）[02]須菩提惡性[03]緣
T04n0200_p0250a07P##爾時[＊]世尊，初[04]始成佛，便欲教化諸龍王
T04n0200_p0250a08_##故，即便往至須彌山下，現比丘形，端坐思
T04n0200_p0250a09_##惟。時有金翅鳥王，入大海中捉一小龍，還
T04n0200_p0250a10_##須彌頂，[05]規欲食噉。時彼小龍命故未斷，遙
T04n0200_p0250a11_##見比丘端坐思惟，至心求哀，尋即命[06][歹*冬]，生
T04n0200_p0250a12_##舍衛國婆羅門家，[07]名曰[08]負梨。端政殊妙，世
T04n0200_p0250a13_##所希有，因為立字，名[＊]須菩提。年漸長大，
T04n0200_p0250a14_##智慧聰明，無有及者；唯甚惡性，[09]凡所眼
T04n0200_p0250a15_##見人及畜生，[10]則便瞋罵，[11]未曾休廢。父母
T04n0200_p0250a16_##親[12]屬皆共厭患，無喜見者，遂便捨家入山
T04n0200_p0250a17_##林中，乃見鳥獸及以草木，風吹動搖，亦[13]生
T04n0200_p0250a18_##瞋恚，終無[14]喜心。時有山神，語須菩提言：
T04n0200_p0250a19_##「汝今何[15]故，捨家來此山林之中，既不修善
T04n0200_p0250a20_##則無利益，唐自疲苦？今[16]有世尊，在祇[17]桓
T04n0200_p0250a21_##中，有大福德，能教眾生修善[18]斷惡。今若
T04n0200_p0250a22_##至彼，必能除汝瞋恚惡毒。」時須菩提聞山
T04n0200_p0250a23_##神語，即生歡喜，尋問之[19]曰：「今者世尊，為
T04n0200_p0250a24_##在何處？」山神答[＊]曰：「汝但[20]眠眼，我自將汝，
T04n0200_p0250a25_##至世尊所。」時須菩提用山神語，[＊]眠[21]目須
T04n0200_p0250a26_##臾，不覺[22]自然[23]在祇[＊]桓中，見佛世尊，[＊]三十
T04n0200_p0250a27_##二相、八十種好，光明[＊]普曜，如百千日，心懷
T04n0200_p0250a28_##歡喜，前禮佛足，[去*ㄗ]坐[24]一面。佛即為說瞋恚
T04n0200_p0250a29_##過[25]惡，愚癡煩惱，燒滅善根，增長眾惡，後
T04n0200_p0250b01_##受[26]果報，墮在地獄，備受苦痛，不可稱計。
T04n0200_p0250b02_##設復得脫，或作龍蛇羅剎鬼神，心常含毒，
T04n0200_p0250b03_##更相殘害。時須菩提，聞佛[27]世尊說[28]是語
T04n0200_p0250b04_##已，心驚毛[豎-豆+立]，尋自悔[29]嘖，即於佛前，懺悔罪
T04n0200_p0250b05_##咎，[30]豁然獲得須陀洹果，心懷喜悅，求入
T04n0200_p0250b06_##道次。佛即聽許：「[31]善來比丘！」鬚髮自落，法服
